PARTNERID,gross_0,c_0,i_0,x_0,gross_1,c_1,i_1,x_1,gross_2,c_2,i_2,x_2,gross_3,c_3,i_3,x_3,gross_4,c_4,i_4,x_4,gross_5,c_5,i_5,x_5,gross_6,c_6,i_6,x_6,gross_7,c_7,i_7,x_7,gross_8,c_8,i_8,x_8,gross_9,c_9,i_9,x_9,gross_10,c_10,i_10,x_10,gross_11,c_11,i_11,x_11,gross_12,c_12,i_12,x_12,gross_13,c_13,i_13,x_13,gross_14,c_14,i_14,x_14,gross_15,c_15,i_15,x_15,gross_16,c_16,i_16,x_16,gross_17,c_17,i_17,x_17,gross_18,c_18,i_18,x_18,gross_19,c_19,i_19,x_19,gross_20,c_20,i_20,x_20,gross_21,c_21,i_21,x_21,gross_22,c_22,i_22,x_22,gross_23,c_23,i_23,x_23,country,alpha3,region,GDP_2017,PM25_2017,NNI_2017,UEM_2017,POP_2017,GDP_2018,PM25_2018,NNI_2018,UEM_2018,POP_2018,GDP_2019,PM25_2019,NNI_2019,UEM_2019,POP_2019
100000875,-0.87331571590395463,-1.4837466495678624,-1.1293501798860957,0.71228711990072491,0.89528867305163862,0.1389838633772417,0.791434378030415,2.1368613597021766,1.1083329259689263,1.0405008150134083,0.15117285872491146,0.71228711990072491,0.80867900340420951,0.95034911984979276,0.15117285872491146,-0.23742903996690934,1.4960980997595437,0.589742339195323,0.15117285872491146,-0.23742903996690934,-1.735514075587983,-0.76253308825892874,-0.91592967345092746,-2.1368613597021779,0.56739935936143959,1.1306525101770237,0.36459336516007967,-0.23742903996690934,0.070864401286318768,-0.85268478342254428,-0.91592967345092746,-1.1871451998345435,-0.23112439812843888,-0.22162291727722802,1.2182753909007504,1.1871451998345424,-1.8829867125351789,-1.5738983447314798,-0.27566815414542389,-0.23742903996690934,1.5421102602392622,1.761714376322344,0.36459336516007967,-1.1871451998345435,-0.44494006795554569,0.67989403435894247,-0.27566815414542389,-0.23742903996690934,0.12698689675828925,1.0405008150134083,0.791434378030415,1.6620032797683597,-0.42958303720460767,0.7700457295225579,1.0048548844655834,0.23742903996690809,-0.003555231096320719,-0.13147122211360868,-2.8367142313674387,-0.71228711990072646,0.80724283609387393,0.7700457295225579,-0.27566815414542389,-0.23742903996690934,-1.5949340988220284,-0.76253308825892874,-1.1293501798860957,-0.23742903996690934,-0.55723691885981064,-0.041319526949993163,-0.062247647710256787,0.71228711990072491,1.0283094712826424,0.22913555854085721,1.6451164037710868,0.71228711990072491,-0.939265084539588,-1.3034432592406295,-0.062247647710256787,-0.71228711990072646,-0.36740353409388893,-2.0246568205495632,1.2182753909007504,-1.1871451998345435,-0.83616925136871245,-0.67238139309531131,1.2182753909007504,0.23742903996690809,0.35023990072889816,-0.041319526949993163,-0.48908866058059214,1.1871451998345424,1.0944762981609979,0.7700457295225579,-0.70250916701576038,-0.71228711990072646,France,FRA,EMEA,38812.1610341682,78.2135639205549,1.96691177100175,9.39700031280518,31.6114202348281,41631.0907389044,,0.701385135012416,9.05900001525879,32.3092666019873,40493.9285720456,,,8.42700004577637,32.9922902187957
